Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
George Sullivan,The Silencer,17,7,0,182.9,170.0,185.4,Orthodox,"Mar 13, 1981",3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b
Andreas Stahl,Real Steel,10,4,0,180.3,170.0,,Orthodox,"May 20, 1988",2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,http://www.ufcstats.com/fighter-details/69a400af4420cd6a
Jason Saggo,,12,4,0,180.3,155.0,180.3,Orthodox,"Nov 23, 1985",2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Emmanuel Sanchez,El Matador,15,3,0,175.3,145.0,180.3,,"Aug 11, 1990",4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,http://www.ufcstats.com/fighter-details/243a336eaa2d2eb4
Valentina Shevchenko,Bullet,26,4,1,165.1,125.0,167.6,Southpaw,"Mar 07, 1988",3.04,0.52,2.0,0.63,2.65,0.61,0.76,0.3,http://www.ufcstats.com/fighter-details/132deb59abae64b1
John Salter,,14,3,0,185.4,185.0,188.0,Southpaw,"Mar 21, 1985",1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,http://www.ufcstats.com/fighter-details/010986ee359fb863
Samy Schiavo,,10,6,0,172.7,155.0,,Orthodox,"Dec 24, 1975",1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,http://www.ufcstats.com/fighter-details/1208ffc5be6e31ad
Josh Shockley,,11,4,0,185.4,155.0,,Orthodox,"Nov 15, 1989",1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,http://www.ufcstats.com/fighter-details/1d36f1ac66cf689d
Lazar Stojadinovic,The Bronx Bomber,12,5,0,170.2,145.0,172.7,Southpaw,"Mar 22, 1989",1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4d25497994da569c
Oumar Sy,,12,1,0,193.0,205.0,210.8,Orthodox,"Nov 21, 1995",3.67,0.48,1.72,0.7,2.73,0.36,1.0,0.4,http://www.ufcstats.com/fighter-details/46e2011d92463b7e
Josh Stansbury,The Sandman,4,8,0,188.0,205.0,188.0,Orthodox,"Nov 19, 1984",3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,http://www.ufcstats.com/fighter-details/30ea504870f8597b
Patrick Speight,,7,3,0,185.4,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ae4650eb56ab6a11
Livinha Souza,The Brazilian Gangsta,14,4,0,160.0,115.0,160.0,Orthodox,"Mar 11, 1991",1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,http://www.ufcstats.com/fighter-details/dab8cfbb6b1db10a
Kazushi Sakuraba,The Gracie Hunter,26,17,1,182.9,185.0,,Southpaw,"Jul 14, 1969",1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7,http://www.ufcstats.com/fighter-details/9b5b5a75523728f3
Cole Smith,The Cole Train,7,2,0,180.3,135.0,170.2,Orthodox,"Apr 05, 1989",1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,http://www.ufcstats.com/fighter-details/56709e66f1c6008f
Bobby Sanchez,The Kid,10,35,0,170.2,155.0,,Orthodox,"Dec 15, 1989",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/6a0047ac8c99fece
Rameau Thierry Sokoudjou,The African Assassin,18,18,0,177.8,205.0,198.1,Orthodox,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,http://www.ufcstats.com/fighter-details/d1152823307d7e7c
Dominique Steele,Non-Stop Action-Packed,14,9,0,177.8,170.0,188.0,Orthodox,"Jan 27, 1988",2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,http://www.ufcstats.com/fighter-details/68c11c27d4d56572
Joseph Sandoval,,7,7,0,170.2,135.0,,Southpaw,"May 11, 1986",1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/696002b59f09d73b
Luis Santos,,63,10,1,185.4,170.0,,Southpaw,"Jan 02, 1980",4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7701377be464d2ef
Josh Smith,,9,8,0,182.9,155.0,,Orthodox,"Jul 02, 1982",0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0,http://www.ufcstats.com/fighter-details/f626aa1c85f8af03
Josh Shockman,The War Hammer,6,3,0,193.0,235.0,,Southpaw,"Dec 29, 1980",0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,http://www.ufcstats.com/fighter-details/821cd80aab70d5f9
Frank Silva,De Black,7,1,0,,125.0,,,"Aug 25, 2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/79f60d34ad48d7a3
Andrew Sanchez,El Dirte,13,7,0,185.4,185.0,188.0,Orthodox,"Apr 08, 1988",4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7
Joaquim Silva,Netto BJJ,14,6,0,172.7,155.0,175.3,Southpaw,"Feb 05, 1989",3.43,0.43,4.17,0.53,0.34,0.5,0.7,0.8,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf
Bob Schrijber,Dirty,20,17,1,182.9,240.0,,Orthodox,"Mar 03, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d86e913c548c07c2
Richie Smullen,,3,1,1,175.3,155.0,172.7,Orthodox,"Aug 17, 1991",1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/f75c5ca0d91b9115
Anthony Smith,Lionheart,38,22,0,193.0,205.0,193.0,Orthodox,"Jul 26, 1988",3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Song Kenan,The Assassin,22,9,0,182.9,170.0,180.3,Orthodox,"Mar 10, 1990",4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Krzysztof Soszynski,The Polish Experiment,26,12,1,185.4,205.0,195.6,Open Stance,"Aug 02, 1977",3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,http://www.ufcstats.com/fighter-details/59583ff832fe9d68
Nick Sperling,,3,4,0,,135.0,,,,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7d68f3bec89e08ec
Dave Strasser,,25,8,0,177.8,170.0,,Orthodox,"Jul 13, 1969",3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,http://www.ufcstats.com/fighter-details/980b4e712489098e
Gabriel Salinas-Jones,,5,2,1,185.4,245.0,,,"Nov 20, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/74d5f71eeb0c66c7
Stefan Sekulic,,12,4,0,182.9,170.0,190.5,Southpaw,"Feb 12, 1992",1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,http://www.ufcstats.com/fighter-details/348dff4e03bd18c6
Landon Showalter,The Show,11,19,1,182.9,185.0,,,"Jun 14, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/35cc17760b06f36d
Eric Spicely,Zebrinha,12,6,0,185.4,185.0,185.4,Orthodox,"Sep 29, 1986",3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,http://www.ufcstats.com/fighter-details/b9664eae2ac75262
Nick Sanzo,,1,1,0,175.3,190.0,,,"Jan 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1d147d4163a6989b
Jacare Souza,,26,10,0,185.4,185.0,182.9,Orthodox,"Dec 07, 1979",2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Eric Smith,,1,1,0,,,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9114c8ded5ccd71d
Josh Sampo,The Gremlin,11,5,0,162.6,125.0,162.6,Orthodox,"Jul 24, 1984",1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,http://www.ufcstats.com/fighter-details/f65dcb22dada2223
Chad W. Saunders,,7,2,0,177.8,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4fe9492959834bf7
Jeremia Siregar,The Teacher,6,3,0,157.5,125.0,160.0,Orthodox,"Jul 27, 1991",2.8,0.42,7.37,0.29,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/a7ac3b1b0c4146db
Justin Smitley,,10,7,1,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c5776fa8f4bf77aa
Edmen Shahbazyan,The Golden Boy,16,5,0,188.0,185.0,190.5,Orthodox,"Nov 20, 1997",3.8,0.48,3.6,0.49,1.62,0.37,0.66,0.4,http://www.ufcstats.com/fighter-details/4144798612ef96e5
Eddie Sanchez,The Manic Hispanic,15,8,0,188.0,230.0,188.0,Orthodox,"Nov 04, 1982",3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3
Harris Sarmiento,The Hitman,36,26,0,175.3,155.0,,Orthodox,"Sep 09, 1983",0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,http://www.ufcstats.com/fighter-details/026b4f7049085842
Tim Stout,,12,10,0,180.3,185.0,,,"Feb 09, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e1a4568fec1fc24f
Navajo Stirling,,8,0,0,193.0,205.0,200.7,Orthodox,"Nov 07, 1997",6.13,0.52,2.6,0.58,1.15,0.28,0.75,0.0,http://www.ufcstats.com/fighter-details/b4b496ec2197ee3e
Tom Sauer,,25,12,0,185.4,263.0,,,"Nov 11, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/36ab6af06e312b41
Felicia Spencer,FeeNom,9,3,0,167.6,145.0,172.7,Orthodox,"Nov 29, 1990",3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2,http://www.ufcstats.com/fighter-details/39d91e95949de3d9
Ivan Shtyrkov,Ural Hulk,15,0,1,182.9,205.0,188.0,Orthodox,"Jun 09, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1f4b1d7d12601c5f
Jack Shore,Tank,17,3,0,172.7,145.0,180.3,Orthodox,"Feb 06, 1995",3.6,0.58,2.31,0.56,3.22,0.39,0.74,0.6,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Wanderlei Silva,The Axe Murderer,35,13,1,180.3,205.0,188.0,Orthodox,"Jul 03, 1976",2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,http://www.ufcstats.com/fighter-details/a1f6999fe57236e0
Rosi Sexton,The Surgeon,13,5,0,160.0,135.0,,Orthodox,"Jul 16, 1977",3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,http://www.ufcstats.com/fighter-details/5dfe71ade71f3a4b
Maurice Smith,,12,14,0,188.0,221.0,,Orthodox,"Dec 13, 1961",0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,http://www.ufcstats.com/fighter-details/33e33d51f289d2a1
Joel Sutton,,2,4,1,180.3,205.0,,Orthodox,"Jul 07, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a6a9ab5a824e8f66
Sam Spengler,The Ram,9,5,0,180.3,185.0,,Orthodox,"Apr 04, 1976",3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8,http://www.ufcstats.com/fighter-details/221b2a3070c7ce3e
Cody Stamann,The Spartan,21,8,1,167.6,135.0,162.6,Orthodox,"Nov 09, 1989",4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,http://www.ufcstats.com/fighter-details/bf7ad5628363eec9
Liudvik Sholinian,Palmeyros,9,4,1,177.8,135.0,180.3,Orthodox,"Jan 20, 1990",2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/1a54231796e24a3f
Daisuke Sugie,Amazon,10,8,1,167.6,160.0,,Orthodox,"Oct 12, 1980",0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3,http://www.ufcstats.com/fighter-details/8215e4fe24e8e81b
Kamal Shalorus,Prince of Persia,9,5,2,172.7,155.0,172.7,Orthodox,"Aug 27, 1972",3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,http://www.ufcstats.com/fighter-details/ece280745f8727b8
Alexander Shlemenko,Storm,56,9,0,180.3,185.0,,,"May 20, 1984",4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ed3ea649b34ddb6c
Taila Santos,,19,3,0,167.6,125.0,172.7,Orthodox,"Jun 22, 1993",3.39,0.48,2.64,0.58,2.0,0.76,0.86,1.1,http://www.ufcstats.com/fighter-details/f7467152fd9f18a2
Wes Schultz,Party Time,8,2,0,188.0,185.0,195.6,Orthodox,"Aug 09, 1996",5.39,0.46,4.74,0.48,5.57,0.4,0.0,1.4,http://www.ufcstats.com/fighter-details/b4443fae47e7eb9d
Fabio Silva,,1,8,0,180.3,205.0,,Orthodox,"Mar 31, 1982",0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2ba479b409011527
Cameron Smotherman,The Baby-Faced Killa,12,6,0,175.3,135.0,175.3,Orthodox,"Sep 17, 1997",4.07,0.37,3.52,0.58,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/5c84f673b7bb7c15
Damian Stasiak,Webster,10,6,0,165.1,135.0,177.8,Orthodox,"Feb 20, 1990",1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,http://www.ufcstats.com/fighter-details/42a7e90605df3c8a
Kestutis Smirnovas,,24,8,2,177.8,200.0,,Orthodox,"Apr 08, 1976",4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6,http://www.ufcstats.com/fighter-details/1979c80150f630c4
Sidney Silva,,8,4,0,190.5,170.0,,Southpaw,"Feb 27, 1972",2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a6c32678efd4f434
Darrill Schoonover,The Boss,14,8,0,188.0,220.0,,Orthodox,"Jul 18, 1985",1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,http://www.ufcstats.com/fighter-details/5a558ba1ff5e9121
Brandon Sayles,Man of War,5,1,0,195.6,265.0,,,"Apr 23, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/72b7c071910990b1
Antonina Shevchenko,La Pantera,10,4,0,172.7,125.0,170.2,Southpaw,"Nov 20, 1984",3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c
Danny Sabatello,Italian Gangster,9,1,0,177.8,135.0,180.3,Orthodox,"Mar 31, 1993",2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,http://www.ufcstats.com/fighter-details/cb7ee07982de2a28
Dmitrii Smoliakov,The Lifeguard,9,3,0,188.0,253.0,188.0,Switch,"Aug 05, 1982",1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/75afb06215a07341
Denis Sobolev,,4,7,0,190.5,216.0,,Orthodox,"Aug 26, 1975",0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/03b1e846b09f721d
Axel Sola,,11,0,1,188.0,155.0,188.0,Southpaw,"Sep 17, 1997",3.74,0.42,2.74,0.75,1.25,0.25,0.0,0.0,http://www.ufcstats.com/fighter-details/1d2d98ddd05b38fb
Adam Schindler,,10,6,0,172.7,155.0,,,"May 19, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/89ea01f5a7ada40c
Ivan Serati,,12,4,0,182.9,205.0,,Orthodox,,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b23fca14c7b79935
Sumudaerji,The Tibetan Eagle,18,7,0,172.7,125.0,182.9,Southpaw,"Jan 20, 1996",4.48,0.52,2.39,0.6,0.16,0.11,0.71,0.6,http://www.ufcstats.com/fighter-details/3cf18e01cb6cbde3
Nate Schroeder,,11,10,0,185.4,230.0,,,"Jun 02, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/040426baba8a45e8
Roldan Sangcha'an,The Executioner,4,2,0,162.6,125.0,,Orthodox,"Dec 04, 1990",2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,http://www.ufcstats.com/fighter-details/57887765f831e228
Kiru Sahota,,12,3,0,177.8,125.0,185.4,Orthodox,"May 28, 1995",4.05,0.52,2.64,0.41,0.92,0.33,0.5,0.5,http://www.ufcstats.com/fighter-details/296a120cb880477b
Cory Sandhagen,,18,6,0,180.3,135.0,177.8,Switch,"Apr 20, 1992",4.86,0.45,3.47,0.56,1.15,0.34,0.56,0.2,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Luana Santos,,10,2,0,167.6,135.0,170.2,Orthodox,"Apr 16, 2000",2.99,0.52,2.93,0.63,2.17,0.47,0.85,1.2,http://www.ufcstats.com/fighter-details/5078e1dacf9d25f4
Alex Stiebling,The Brazilian Killa,19,11,1,188.0,205.0,,Southpaw,"Dec 26, 1976",1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,http://www.ufcstats.com/fighter-details/df5a77121ba84a5d
Will Santiago,The Brown Bomber,9,5,0,170.2,185.0,,Orthodox,"Feb 08, 1983",1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/4920292f5d9b76df
Bobby Southworth,,10,6,0,188.0,205.0,,Orthodox,"Dec 16, 1969",0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,http://www.ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Robert Sanchez,Littlefury,8,2,0,167.6,125.0,167.6,Orthodox,"Mar 05, 1986",0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,http://www.ufcstats.com/fighter-details/546f8599a63c29da
Chris Spang,The Kiss,6,3,0,188.0,170.0,,Orthodox,"Nov 26, 1987",1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,http://www.ufcstats.com/fighter-details/411d012af19ecb59
Andrei Semenov,,34,9,2,182.9,185.0,,Orthodox,"Jun 17, 1977",0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd
Samuel Silva,Caveira,13,5,1,182.9,155.0,182.9,Orthodox,"Jan 02, 1996",2.58,0.27,8.61,0.37,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/04e0507b94014dbb
Ketlen Souza,Esquentadinha,16,6,0,160.0,115.0,160.0,Orthodox,"Aug 18, 1994",4.01,0.56,3.86,0.52,0.46,0.13,0.53,0.2,http://www.ufcstats.com/fighter-details/8bd4200561c77a62
Takashi Sato,Ten,16,7,0,177.8,170.0,185.4,Southpaw,"Jun 09, 1990",2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,http://www.ufcstats.com/fighter-details/8abac218746e04ca
Raja Shippen,,18,11,1,167.6,145.0,,,"Oct 07, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d9e1942637bd57a4
Ben Sosoli,Combat Wombat,7,3,0,182.9,265.0,182.9,Southpaw,"Dec 10, 1989",2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/326f94d6cfb1bf25
Ray Sefo,Sugarfoot,2,2,0,182.9,240.0,,Orthodox,"Feb 15, 1971",0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/646d5dbe509accd4
Waachiim Spiritwolf,Native Warrior,12,13,1,172.7,170.0,,,"Jan 01, 1976",10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/71caa995674203aa
Dennis Siver,,23,11,0,167.6,145.0,177.8,Orthodox,"Jan 13, 1979",3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,http://www.ufcstats.com/fighter-details/5f87a5c00b3d17ed
Gabriel Silva,,8,2,0,167.6,135.0,180.3,Orthodox,"Aug 26, 1994",1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,http://www.ufcstats.com/fighter-details/002ca196477ce572
Yuta Sasaki,Ulka,21,6,2,177.8,125.0,180.3,Southpaw,"Oct 07, 1989",2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e
Renato Sobral,Babalu,37,11,0,185.4,205.0,190.5,Orthodox,"Sep 07, 1975",2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,http://www.ufcstats.com/fighter-details/d468288756ae3982
Diego Saraiva,The Octopus,22,20,1,167.6,155.0,,Orthodox,"Apr 23, 1982",1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,http://www.ufcstats.com/fighter-details/4f4dac51adc1af4f
Darko Stosic,,13,4,0,182.9,205.0,193.0,Orthodox,"Feb 09, 1992",2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,http://www.ufcstats.com/fighter-details/025f0b1b58fbad01
Rana Rudra Pratap Singh,Ashwathama,11,2,0,177.8,135.0,175.3,Orthodox,"May 09, 1997",0.0,0.0,9.05,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/254ed71756cfd18c
Lucasz Sudolski,,8,1,0,193.0,205.0,190.5,Orthodox,"Jun 15, 1993",5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b160e4f251283d70
Joe Soto,One Bad Mofo,18,7,0,167.6,135.0,165.1,Orthodox,"Mar 22, 1987",3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,http://www.ufcstats.com/fighter-details/a4e85a58fbce64b2
Igor Severino,,8,1,0,170.2,125.0,175.3,Orthodox,"Apr 21, 2003",7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,http://www.ufcstats.com/fighter-details/6ad8e4296f7522d9
Daniel Spohn,Dragon,15,6,0,193.0,205.0,200.7,Southpaw,"Oct 12, 1984",2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,http://www.ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Brian Schwartz,,1,1,0,190.5,170.0,,Orthodox,,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,http://www.ufcstats.com/fighter-details/99c80d2bd5dbe5a9
Steve Steinbeiss,The Hooligan,9,4,0,190.5,185.0,190.5,Orthodox,"May 05, 1981",3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,http://www.ufcstats.com/fighter-details/0b5b6876c2a4723f
Kiril Sidelnikov,,11,4,0,180.3,230.0,,,"Aug 17, 1988",2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cf772fb504842dc3
Mridul Saikia,Crusher,8,1,0,170.2,125.0,172.7,Orthodox,"May 09, 1997",0.91,0.28,2.74,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/96c76dd695eb3b88
YoungJae Song,Super Rookie,6,1,1,170.2,145.0,177.8,Orthodox,"Jan 03, 1996",3.33,0.58,2.33,0.55,0.0,0.0,0.45,0.0,http://www.ufcstats.com/fighter-details/0efb0d4ebb950fcb
Wade Shipp,The Nightmare,11,5,0,190.5,245.0,,Orthodox,"Feb 09, 1975",4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/a9a314cc77d90b6e
Sean Santella,Shorty Rock,17,6,1,165.1,125.0,,,"Oct 25, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/39792c2f42c9f527
George Stork,,7,9,0,177.8,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/61dd409cb40d1a55
Paulo Santos,,0,3,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ca4c3f8aa8bacae
Nate Smith,The Savage,6,1,0,167.6,125.0,175.3,Switch,"Apr 09, 1995",1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3,http://www.ufcstats.com/fighter-details/0bbb69f69c9a2eea
Jeremy Stephens,Lil' Heathen,28,20,0,175.3,155.0,180.3,Orthodox,"May 25, 1986",3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4,http://www.ufcstats.com/fighter-details/18968f97ad34f15c
Gokhan Saki,The Rebel,1,2,0,182.9,205.0,185.4,Orthodox,"Oct 19, 1983",7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/4690d47bf725fd98
Assuerio Silva,,16,8,0,177.8,241.0,,Orthodox,"Jun 18, 1974",1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,http://www.ufcstats.com/fighter-details/e091482fa6648261
Yusup Saadulaev,Maestro,16,4,1,167.6,135.0,,,"Mar 31, 1985",0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0,http://www.ufcstats.com/fighter-details/b1669a810fae4220
Ricky Steele,The Karate Kid,6,0,0,175.3,135.0,188.0,Orthodox,"May 26, 1988",4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0,http://www.ufcstats.com/fighter-details/09a6ed4ee97a5606
AJ Siscoe,Let's Go,1,2,0,170.2,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fce9b4056a8ef559
Andreas Spang,Sweet Swede,9,3,0,185.4,185.0,,,"Nov 07, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b9eb5b4ed07d1525
John Salgado,Greco,4,8,1,177.8,170.0,,,,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3e36811b7bc1f6ad
Sulangrangbo,,10,4,0,175.3,135.0,167.6,Southpaw,"Jul 17, 2005",3.96,0.48,3.2,0.62,0.0,0.0,0.72,0.0,http://www.ufcstats.com/fighter-details/1dd1a3aacde66f72
Sean Sharaf,The Smoke,4,2,0,190.5,252.0,195.6,Orthodox,"Jul 11, 1993",7.41,0.43,15.0,0.42,0.93,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/0f3a990526c5e706
Dmitri Stepanov,,0,1,0,190.5,217.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/738acab0c6934dd8
Liliya Shakirova,,8,2,0,162.6,125.0,165.1,Orthodox,"Oct 24, 1991",2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f300763147320d12
