Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Chas Skelly,The Scrapper,19,3,0,180.3,145.0,182.9,"May 11, 1985",2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,http://www.ufcstats.com/fighter-details/4bd6b4800070b069,Orthodox
Chase Beebe,,24,13,1,170.2,135.0,170.2,"Mar 29, 1985",2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,http://www.ufcstats.com/fighter-details/b16a7e6a627e9789,Orthodox
Chase Gibson,El Guero,9,5,0,177.8,155.0,182.9,"Feb 07, 1990",3.13,0.54,6.4,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/09439946214993bc,Orthodox
Chase Gormley,,14,6,0,190.5,265.0,,"Aug 11, 1983",3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,http://www.ufcstats.com/fighter-details/052ceb8976695342,Orthodox
Chase Hooper,The Dream,16,4,1,185.4,155.0,188.0,"Sep 13, 1999",4.51,0.49,2.98,0.39,2.49,0.33,0.55,2.1,http://www.ufcstats.com/fighter-details/971246648e162f0d,Southpaw
Chase Sherman,The Vanilla Gorilla,16,12,0,193.0,250.0,198.1,"Nov 16, 1989",6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,Orthodox
Chase Waldon,,11,2,0,185.4,185.0,190.5,"Sep 19, 1986",1.03,0.28,6.72,0.38,7.76,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/aeb6c57b9bd8bc3a,Orthodox
Chasen Blair,Mestizo,7,4,0,177.8,155.0,180.3,"Oct 14, 1998",4.31,0.39,5.39,0.55,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/0f4a536507f33576,Orthodox
Chel Erwin-Davis,The First Sun,5,1,0,182.9,170.0,,,4.06,0.54,1.13,0.61,4.25,1.0,0.5,1.4,http://www.ufcstats.com/fighter-details/c26ea30823f37316,
Chelsea Chandler,,6,4,0,172.7,135.0,172.7,"Nov 23, 1990",3.55,0.45,4.44,0.4,0.87,0.6,0.28,0.0,http://www.ufcstats.com/fighter-details/af9efbfd63d39734,Southpaw
Chelsea Hackett,Hammer,3,1,1,162.6,125.0,167.6,"Aug 16, 1998",2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/184b7a36d50dcc5e,Switch
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.0,115.0,160.0,"Jun 25, 1995",4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,http://www.ufcstats.com/fighter-details/4959f10a62f3fec3,Switch
Chibwikem Onyenegecha,,5,0,0,190.5,185.0,,"Apr 18, 1994",5.6,0.55,3.4,0.52,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/887e09328cd63df1,Orthodox
Chico Camus,The King,17,7,0,167.6,125.0,167.6,"Jan 26, 1985",2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905,Orthodox
Chidi Njokuani,Bang Bang,25,11,0,190.5,170.0,203.2,"Dec 31, 1988",4.72,0.62,2.64,0.57,0.0,0.0,0.73,0.2,http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef,Orthodox
Chris Amarante,,2,0,0,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ee0b69e307c857e5,
Chris Avila,,5,4,0,177.8,145.0,,"Jan 16, 1993",2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,http://www.ufcstats.com/fighter-details/4665cbf36b08193b,Orthodox
Chris Barnett,Beastboy,23,10,0,175.3,261.0,190.5,"Jun 14, 1986",3.36,0.47,6.55,0.36,0.0,0.0,0.35,0.0,http://www.ufcstats.com/fighter-details/7a5e8c94a86f9895,Orthodox
Chris Barnhizer,,2,3,0,,,,"Oct 25, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/91e69a1c3c87325b,
Chris Beal,Real Deal,10,5,0,170.2,125.0,175.3,"Aug 06, 1985",3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,http://www.ufcstats.com/fighter-details/55f446032177b119,Orthodox
Chris Birchler,The Big Buck,7,4,0,190.5,205.0,,"Jun 05, 1987",9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8a22c6b4d29880a3,Switch
Chris Bostick,,6,3,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/239224bedeb2c7a4,
Chris Brennan,The Westside Strangler,21,13,1,172.7,170.0,,"Oct 12, 1971",0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1,http://www.ufcstats.com/fighter-details/b19fc66613dc75b9,Orthodox
Chris Brown,,10,1,0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9e2624ac992660c6,
Chris Camozzi,,24,13,0,188.0,185.0,190.5,"Nov 20, 1986",3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b,Orthodox
Chris Cariaso,Kamikaze,17,8,0,160.0,125.0,162.6,"May 27, 1981",3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477,Southpaw
Chris Clements,The Menace,12,6,0,177.8,170.0,177.8,"Feb 09, 1976",3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc,Orthodox
Chris Coggins,,7,10,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a0c29b13f7a5df32,
Chris Condo,,0,1,0,182.9,335.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/41e77dc504a192c6,Orthodox
Chris Cope,C-Murder,8,4,0,182.9,170.0,182.9,"Mar 05, 1983",3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,http://www.ufcstats.com/fighter-details/8c8c92a12621d7e0,Orthodox
Chris Culley,,20,15,0,,145.0,,"Mar 25, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e59b13321562eed3,
Chris Curtis,Action-Man,32,12,0,177.8,170.0,190.5,"Jul 15, 1987",5.98,0.5,6.19,0.54,0.0,0.0,0.82,0.0,http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3,Orthodox
Chris Daukaus,,12,7,0,190.5,205.0,193.0,"Sep 25, 1989",6.05,0.5,4.64,0.55,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/d0aaedcf7ccd0b45,Orthodox
Chris Dempsey,,11,5,0,177.8,185.0,182.9,"Sep 08, 1987",2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,http://www.ufcstats.com/fighter-details/dfae5da5676e4194,Orthodox
Chris Drumm,,0,1,0,172.7,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5fd834edd92c9e50,
Chris Duncan,The Problem,15,2,0,177.8,155.0,180.3,"May 10, 1993",5.02,0.46,4.82,0.51,3.27,0.42,0.5,0.7,http://www.ufcstats.com/fighter-details/fd406a32a6fb3a29,Orthodox
Chris Ewert,El Tanke,7,1,0,182.9,185.0,190.5,"Sep 06, 1993",3.4,0.37,4.33,0.5,0.0,0.0,0.42,0.0,http://www.ufcstats.com/fighter-details/54c2576b7f2f1f57,Orthodox
Chris Fishgold,,18,4,1,172.7,145.0,172.7,"Jun 06, 1992",2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,http://www.ufcstats.com/fighter-details/bebb4ae55ac2bf6f,Orthodox
Chris Gruetzemacher,Gritz,15,5,0,172.7,155.0,172.7,"Jun 16, 1986",6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,http://www.ufcstats.com/fighter-details/feaf00f3373435d6,Orthodox
Chris Guillen,,13,16,0,182.9,240.0,,"Dec 09, 1972",0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/da0f33e4255f99eb,Orthodox
Chris Gutierrez,El Guapo,22,7,2,175.3,135.0,170.2,"Apr 22, 1991",4.4,0.57,2.65,0.63,0.3,0.3,0.67,0.1,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137,Orthodox
Chris Haseman,The Hammer,20,17,0,180.3,205.0,,"Jun 02, 1969",0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,http://www.ufcstats.com/fighter-details/5bd533d50c8e7b8a,Orthodox
Chris Hawk,,5,10,0,185.4,205.0,,"Dec 20, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9460c867aae1987e,
Chris Heatherly,Stump,9,4,0,175.3,155.0,,"Nov 24, 1987",1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,http://www.ufcstats.com/fighter-details/bad8be5827ea1bf1,Orthodox
Chris Herrera,The Crusher,3,2,1,177.8,185.0,,,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/f71028a6e5128856,
Chris Hofmann,,9,2,0,182.9,170.0,182.9,"Nov 18, 1989",4.78,0.45,4.63,0.35,3.42,0.42,0.0,0.0,http://www.ufcstats.com/fighter-details/33fb306278dbb3e5,Orthodox
Chris Holdsworth,,6,0,0,180.3,135.0,,"Oct 24, 1987",1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,http://www.ufcstats.com/fighter-details/fc60ecf0671b9489,
Chris Honeycutt,The Cutt,9,1,0,177.8,170.0,185.4,"Jul 25, 1988",2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0,http://www.ufcstats.com/fighter-details/4d2e3320d815f687,
Chris Horodecki,The Polish Hammer,21,7,1,175.3,155.0,175.3,"Sep 24, 1987",4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9,http://www.ufcstats.com/fighter-details/e29cf523ebd155c5,Orthodox
Chris Indich,,6,4,0,177.8,170.0,,"Apr 22, 1987",1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,http://www.ufcstats.com/fighter-details/d5b7fac960e58920,
Chris Inman,,1,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f0a381ba65d2a933,
Chris Jones,Lionheart,10,5,0,175.3,149.0,,"Nov 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/509319d35664369e,
Chris Padilla,Taco,17,6,0,175.3,155.0,188.0,"Sep 14, 1995",4.78,0.54,3.87,0.55,1.18,0.3,0.75,0.4,http://www.ufcstats.com/fighter-details/06626b6287e1ae1e,Orthodox
Chris Price,The Exorcist,19,4,0,188.0,185.0,,"Nov 09, 1982",1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,http://www.ufcstats.com/fighter-details/0597a4528ebd1307,Southpaw
Chris Sanford,,5,1,0,180.3,185.0,,"Mar 12, 1968",0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,http://www.ufcstats.com/fighter-details/29f935654825331b,Orthodox
Chris Saunders,The So Cal Kid,16,8,0,172.7,155.0,,"Mar 11, 1986",1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b35a159f525764eb,
Chris Solomon,,0,0,0,180.3,155.0,,,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/324c7a749128df8d,
Chris Spang,The Kiss,6,3,0,188.0,170.0,,"Nov 26, 1987",1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,http://www.ufcstats.com/fighter-details/411d012af19ecb59,Orthodox
Chris Tickle,BadBoy,9,9,0,175.3,155.0,,"Feb 01, 1982",1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,http://www.ufcstats.com/fighter-details/1d1b85389a05df69,
Chris Tuchscherer,The Crowbar,21,4,0,188.0,258.0,193.0,"Sep 08, 1975",1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,http://www.ufcstats.com/fighter-details/df05aa15b2d66f57,Orthodox
Chris Wade,,12,3,0,177.8,155.0,177.8,"Sep 30, 1987",1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,http://www.ufcstats.com/fighter-details/c8097968da5e5f13,Orthodox
Chris Weidman,The All-American,16,8,0,188.0,185.0,198.1,"Jun 17, 1984",3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,Orthodox
Chris Wilson,The Professor,18,10,0,185.4,170.0,190.5,"Jun 07, 1977",2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,http://www.ufcstats.com/fighter-details/a56607a451e4c70d,Orthodox
Chris Wright,,8,5,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7182146226dabe22,
Chris Yee,,4,6,0,175.3,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/920632ca1b78fae5,
Chris de la Rocha,,5,3,0,190.5,250.0,203.2,"May 15, 1979",4.08,0.45,6.37,0.43,2.02,0.3,0.33,1.0,http://www.ufcstats.com/fighter-details/e51ee8ded927fc51,Orthodox
Christian Aguilera,The Beast,14,8,0,175.3,170.0,182.9,"Nov 25, 1991",2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Switch
Christian Colombo,,8,3,1,195.6,265.0,,"Jul 01, 1980",2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd,Orthodox
Christian Leroy Duncan,CLD,13,2,0,188.0,185.0,200.7,"Jul 24, 1995",4.6,0.58,2.97,0.51,0.4,0.2,0.69,0.0,http://www.ufcstats.com/fighter-details/a93f94c923c3a9cb,Switch
Christian Ocon,,2,1,0,172.7,135.0,175.3,"Feb 05, 1996",1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,http://www.ufcstats.com/fighter-details/2d6d6ffe5a446ea2,Orthodox
Christian Rodriguez,Ceerod,12,4,0,170.2,145.0,180.3,"Dec 17, 1997",3.85,0.5,2.85,0.56,1.75,0.4,0.67,1.1,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e,Orthodox
Christian Uflacker,,5,0,0,180.3,170.0,,"Aug 04, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/10ccf4ec9913cadc,
Christian Wellisch,The Hungarian Nightmare,8,5,0,188.0,234.0,195.6,"Sep 13, 1975",3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,http://www.ufcstats.com/fighter-details/f1b2a4365799c48b,Orthodox
Christien Savoie,The Tiger,10,2,1,180.3,170.0,182.9,"Aug 29, 1992",1.39,0.45,6.95,0.23,0.0,0.0,0.12,0.0,http://www.ufcstats.com/fighter-details/67f0d1b1b0b39bec,Orthodox
Christopher Alvidrez,The Newborn,7,1,0,182.9,170.0,188.0,"Dec 27, 1996",6.97,0.62,2.11,0.5,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/f4abf9aeda861283,Orthodox
Christos Giagos,The Spartan,20,12,0,177.8,155.0,180.3,"Jan 23, 1990",3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,Orthodox
Chuck Grigsby,The Reverend,23,10,0,198.1,205.0,,"Aug 15, 1972",0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/7fb4234670271505,Orthodox
Chuck O'Neil,Cold Steel,17,9,0,188.0,170.0,,"Sep 22, 1985",3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/56bc9ccb609df534,
Cindy Dandois,Battlecat,8,3,0,170.2,135.0,,"Oct 26, 1984",3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,http://www.ufcstats.com/fighter-details/9eef6584fab21fbb,Orthodox
Ciryl Gane,Bon Gamin,13,2,0,193.0,247.0,205.7,"Apr 12, 1990",5.29,0.61,2.33,0.6,0.68,0.25,0.47,0.6,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a,Orthodox
Claude Patrick,The Prince,14,2,0,180.3,170.0,190.5,"Jun 14, 1980",1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,http://www.ufcstats.com/fighter-details/56116a79e4deed06,Orthodox
Claudia Gadelha,Claudinha,18,5,0,162.6,115.0,160.0,"Dec 07, 1988",3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,http://www.ufcstats.com/fighter-details/ec34349e7dffcde7,Orthodox
Claudio Puelles,Prince of Peru,13,5,0,177.8,155.0,182.9,"Apr 21, 1996",1.54,0.46,2.62,0.48,3.29,0.33,0.6,1.0,http://www.ufcstats.com/fighter-details/d747eb273a40a920,Southpaw
Claudio Ribeiro,,11,5,0,185.4,185.0,195.6,"Jul 17, 1992",3.59,0.51,4.9,0.3,0.56,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/972c456ff38b2015,Orthodox
Claudio Silva,Hannibal,14,4,0,180.3,170.0,180.3,"Sep 06, 1982",2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,Southpaw
Claudionor Fontinelle,,10,15,1,165.1,185.0,,,2.62,0.42,10.25,0.28,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7a82635ffa9b59fe,Orthodox
Clay Collard,Cassius,14,7,0,180.3,145.0,185.4,"Mar 10, 1993",4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3,Orthodox
Clay French,,19,7,0,170.2,161.0,,"Oct 07, 1980",1.52,0.5,1.27,0.16,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/73321668ff977f1b,Southpaw
Clay Guida,The Carpenter,38,22,0,170.2,155.0,177.8,"Dec 08, 1981",2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,http://www.ufcstats.com/fighter-details/c47df9303d318c67,Orthodox
Clay Harvison,Bushwacker,13,6,0,185.4,170.0,188.0,"Sep 25, 1980",3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,http://www.ufcstats.com/fighter-details/83a477a7dba1ca58,Orthodox
Clayton Carpenter,,8,2,0,167.6,125.0,167.6,"Jun 09, 1996",3.66,0.53,2.57,0.55,1.99,0.46,0.37,1.3,http://www.ufcstats.com/fighter-details/b62d5280966b2460,Orthodox
Clifford Starks,,13,3,0,182.9,185.0,198.1,"Apr 25, 1981",1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,http://www.ufcstats.com/fighter-details/5abf827d62f98fee,Orthodox
Clint Coronel,,2,5,0,,155.0,,"Jun 15, 1981",4.93,0.32,5.6,0.66,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/fe67cd6423f7a8ad,
Clint Godfrey,,13,3,0,167.6,135.0,,"Oct 21, 1982",0.57,0.31,0.96,0.65,0.85,0.25,0.5,0.0,http://www.ufcstats.com/fighter-details/bd85ca0bb4f26cfc,Southpaw
Clint Hester,Headbussa,11,6,0,188.0,205.0,195.6,"Nov 21, 1986",3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,http://www.ufcstats.com/fighter-details/92b62174c175ce19,Orthodox
Codale Ford,Crunch Time,11,9,0,175.3,170.0,,"May 13, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5340123d826ceadb,
Cody Brundage,,11,8,1,182.9,185.0,182.9,"May 16, 1994",2.29,0.5,3.03,0.49,1.87,0.44,0.68,0.6,http://www.ufcstats.com/fighter-details/f14f644d41ade29f,Orthodox
Cody Canterbury,,1,10,0,172.7,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/23100e8f71f25a4a,
Cody Carrillo,,11,16,0,177.8,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9346efb4bbaedd08,
Cody Chovancek,The Best Fisherman in MMA,9,0,0,172.7,135.0,170.2,"Jul 24, 1998",2.85,0.5,2.46,0.51,0.0,0.0,0.83,0.0,http://www.ufcstats.com/fighter-details/3c4320a1b6106611,Switch
Cody Donovan,Donnybrook,8,5,0,190.5,205.0,188.0,"Feb 20, 1981",5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,Orthodox
Cody Durden,Custom Made,17,9,1,170.2,125.0,170.2,"Mar 29, 1991",3.66,0.44,4.47,0.5,3.99,0.47,0.75,0.7,http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,Southpaw
Cody East,The Freight Train,12,3,0,190.5,245.0,,"Jun 29, 1988",4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,http://www.ufcstats.com/fighter-details/5713c1d2fac539ac,Orthodox
Cody Floyd,,2,0,0,,,,"Jul 18, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8164250600b7c91b,
Cody Garbrandt,No Love,14,7,0,172.7,135.0,165.1,"Jul 07, 1991",2.88,0.39,3.64,0.59,0.93,0.27,0.83,0.0,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,Orthodox
Cody Gibson,The Renegade,22,12,0,177.8,135.0,180.3,"Sep 11, 1987",3.63,0.46,3.22,0.57,2.12,0.37,0.69,0.6,http://www.ufcstats.com/fighter-details/700a674c042b7a96,Orthodox
Cody Haddon,,8,1,0,170.2,135.0,175.3,"Sep 08, 1998",9.2,0.51,3.47,0.64,2.48,0.37,0.83,0.8,http://www.ufcstats.com/fighter-details/8e6654e9f0461b8f,Orthodox
Cody Pfister,The Fist,13,6,1,177.8,155.0,185.4,"Jul 12, 1990",1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,http://www.ufcstats.com/fighter-details/5904b0b38dc6718d,Orthodox
Cody Sons,,3,7,0,175.3,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3324129f3745b300,
Cody Stamann,The Spartan,21,8,1,167.6,135.0,162.6,"Nov 09, 1989",4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,http://www.ufcstats.com/fighter-details/bf7ad5628363eec9,Orthodox
Colby Covington,Chaos,17,5,0,180.3,170.0,182.9,"Feb 22, 1988",3.81,0.38,3.09,0.54,3.64,0.42,0.68,0.2,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859,Orthodox
Colby Thicknesse,Slickness,8,1,0,170.2,135.0,175.3,"Jun 23, 1999",3.33,0.42,2.8,0.5,1.0,0.09,0.5,0.5,http://www.ufcstats.com/fighter-details/ed7d329d7c29428d,Orthodox
Cole Escovedo,Apache Kid,17,9,0,170.2,135.0,182.9,"Aug 30, 1981",1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,http://www.ufcstats.com/fighter-details/5df17b3620145578,Orthodox
Cole Province,,6,2,0,175.3,145.0,172.7,"Jan 17, 1981",1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0,http://www.ufcstats.com/fighter-details/2a470ad41c22c25a,Orthodox
Cole Smith,The Cole Train,7,2,0,180.3,135.0,170.2,"Apr 05, 1989",1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,http://www.ufcstats.com/fighter-details/56709e66f1c6008f,Orthodox
Cole Williams,Havoc,11,3,0,182.9,170.0,185.4,"Dec 15, 1983",0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0,http://www.ufcstats.com/fighter-details/f9a20a17d712ef7c,Orthodox
Colin Fletcher,The Freakshow,14,8,0,188.0,155.0,,"Jan 08, 1983",3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,http://www.ufcstats.com/fighter-details/7d09200f6a77b20e,Orthodox
Colin Robinson,Big C,10,12,0,193.0,243.0,,"Nov 27, 1968",6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77,Orthodox
Colleen Schneider,,11,7,0,,135.0,,"Mar 12, 1982",2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0,http://www.ufcstats.com/fighter-details/aa943b9bc00cb0ed,
Colley  Bradford,,0,1,0,170.2,145.0,,,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/1433786ac76cf777,
Collin Anglin,,8,3,0,175.3,145.0,180.3,"Feb 20, 1993",4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,Orthodox
Collin Hart,,6,3,1,185.4,185.0,,"Oct 12, 1989",6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,http://www.ufcstats.com/fighter-details/16bf6a73bdd302cd,Orthodox
Collin Huckbody,All In,8,2,0,190.5,185.0,193.0,"Sep 29, 1994",2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4,http://www.ufcstats.com/fighter-details/f372a848d250e006,Orthodox
Coltin Cole,,4,5,0,,185.0,,"Apr 24, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cecd72feb0d640e3,
Colton Smith,,7,4,0,182.9,155.0,180.3,"Aug 14, 1987",1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,http://www.ufcstats.com/fighter-details/2e25c1d983c26311,Orthodox
Conor Heun,Hurricane,9,5,0,177.8,155.0,,"Feb 11, 1979",2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3,http://www.ufcstats.com/fighter-details/fdb02029556ff4ed,Orthodox
Constantinos Philippou,,13,5,0,180.3,185.0,185.4,"Nov 29, 1979",2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,http://www.ufcstats.com/fighter-details/05560764359161e4,Orthodox
Corey Anderson,Overtime,14,5,0,190.5,205.0,200.7,"Sep 22, 1989",4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Orthodox
Corey Hill,,6,9,0,193.0,155.0,203.2,"Oct 03, 1978",3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,http://www.ufcstats.com/fighter-details/abbc737317f66b81,Orthodox
Cortavious Romious,,9,4,0,162.6,135.0,172.7,"Jan 06, 1994",1.91,0.38,3.46,0.39,2.29,0.66,0.64,0.8,http://www.ufcstats.com/fighter-details/8173f134396cb971,Southpaw
Cortez Coleman,Hollywood,13,8,0,185.4,185.0,,"Jan 28, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ffb20ae0db47ebe6,
Cortney Casey,Cast Iron,10,10,0,170.2,125.0,170.2,"May 05, 1987",4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,Orthodox
