Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Stephen Banaszak,,5,5,0,182.9,145.0,,"Dec 07, 1990",4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9,http://www.ufcstats.com/fighter-details/4c4b44e3cf5815b3,
Jesse Bongfeldt,Water,16,5,1,182.9,185.0,,"Aug 28, 1980",2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0,http://www.ufcstats.com/fighter-details/934de214814b8ff4,Orthodox
Marco Beltran,Psycho,8,6,0,172.7,125.0,175.3,"May 18, 1986",2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,http://www.ufcstats.com/fighter-details/ec71a892fada28c7,Orthodox
Jeff Bedard,Little Popeye,13,3,0,167.6,145.0,,"Feb 06, 1970",0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6,http://www.ufcstats.com/fighter-details/93bf96be327fcd98,Orthodox
Jason Butcher,,10,2,0,190.5,185.0,,"Oct 23, 1984",1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/30e39145fec48d25,
Michael Bisping,The Count,30,9,0,185.4,185.0,190.5,"Feb 28, 1979",4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2,Orthodox
Ramiz Brahimaj,,13,5,0,177.8,170.0,182.9,"Nov 17, 1992",2.23,0.46,3.42,0.44,1.74,0.38,0.48,2.0,http://www.ufcstats.com/fighter-details/3d074044a33825e7,Orthodox
Arjan Bhullar,,9,1,0,185.4,245.0,190.5,"May 13, 1986",2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,http://www.ufcstats.com/fighter-details/7e511f8d842a109d,Orthodox
Kyle Bradley,,19,12,0,175.3,155.0,180.3,"Aug 19, 1982",1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,http://www.ufcstats.com/fighter-details/a6959da32f0e6b5d,Orthodox
Mike Budnik,,13,4,0,175.3,145.0,172.7,"Aug 08, 1974",0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,http://www.ufcstats.com/fighter-details/b98209144b63ae26,Orthodox
Lee Brousseau,Manimal,5,3,0,185.4,205.0,,"Oct 04, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0974d8d4053a7237,
Bret Bergmark,The Angry Hick,6,1,1,175.3,170.0,,"Nov 24, 1973",2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2,http://www.ufcstats.com/fighter-details/2891c9f7b26b26fc,
Mirsad Bektic,,13,4,0,172.7,145.0,177.8,"Feb 16, 1991",2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,http://www.ufcstats.com/fighter-details/cbd3e590a85b18c5,Orthodox
Gilbert Burns,Durinho,22,9,0,177.8,170.0,180.3,"Jul 20, 1986",3.15,0.48,3.64,0.52,2.12,0.37,0.53,0.5,http://www.ufcstats.com/fighter-details/23024fdfc966410a,Orthodox
Alan Baudot,The Black Samourai,8,3,0,190.5,243.0,200.7,"Feb 01, 1988",5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/c9a94278df042f46,Orthodox
Tereza Bleda,,7,2,0,175.3,125.0,180.3,"Nov 30, 2001",2.92,0.51,2.14,0.43,1.72,0.22,0.83,0.7,http://www.ufcstats.com/fighter-details/59c438c81fbf3ece,Orthodox
Junior Barata,,9,3,1,177.8,170.0,,"Jan 25, 1982",4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/06dced58ca24a6bd,Orthodox
Lyle Beerbohm,Fancy Pants,24,3,0,177.8,155.0,,"Feb 05, 1979",1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,http://www.ufcstats.com/fighter-details/babc6b5745335f18,Southpaw
Jason Black,The Black Legion,23,4,1,172.7,155.0,,"Jul 15, 1972",1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,http://www.ufcstats.com/fighter-details/b2f743746e8dcfa2,Orthodox
Travis Browne,Hapa,18,7,1,198.1,255.0,200.7,"Jul 17, 1982",2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b,Orthodox
Jason Brilz,Hitman,22,6,1,180.3,205.0,180.3,"Jul 07, 1975",2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,http://www.ufcstats.com/fighter-details/497ba5b12a4bfc47,Orthodox
Da'Mon Blackshear,The Monster,17,8,1,177.8,135.0,182.9,"Aug 12, 1994",4.33,0.45,4.19,0.52,1.48,0.33,0.71,1.5,http://www.ufcstats.com/fighter-details/da22387a0407a2dc,Switch
Dione Barbosa,The Witch,8,4,0,167.6,125.0,167.6,"May 08, 1992",2.27,0.45,2.45,0.66,2.23,0.42,0.5,1.9,http://www.ufcstats.com/fighter-details/27b388f0aab49780,Orthodox
Bryan Barberena,Bam Bam,18,12,0,182.9,185.0,182.9,"May 03, 1989",5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,http://www.ufcstats.com/fighter-details/a331233f597090a5,Southpaw
Elves Brener,,16,6,0,177.8,155.0,182.9,"Sep 27, 1997",4.76,0.47,5.86,0.5,0.99,0.16,0.76,0.0,http://www.ufcstats.com/fighter-details/48a9a128784d53d1,Orthodox
Josh Bryant,The Beast,15,4,0,177.8,185.0,,"Apr 23, 1980",1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/01f022fa494188e2,Orthodox
Herbert Burns,The Blaze,11,6,0,175.3,145.0,185.4,"Feb 02, 1988",1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8,http://www.ufcstats.com/fighter-details/4f140403000158b5,Orthodox
Dashawn Boatwright,"Buck, the 400-pound Silverback",3,1,0,182.9,205.0,,"Feb 29, 1988",0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/046a85108610c0d2,Orthodox
Austin Bashi,,14,1,0,167.6,145.0,177.8,"Sep 29, 2001",1.75,0.47,2.34,0.48,7.81,0.41,0.62,1.7,http://www.ufcstats.com/fighter-details/d3f89fa685bd8420,Orthodox
Scott Bessac,,4,6,0,193.0,245.0,,"Oct 05, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3f24c96753dbd9f9,
Marcio Barbosa,Ticoto,17,2,0,167.6,145.0,177.8,"May 22, 1998",8.27,0.47,7.56,0.5,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/c85bad793cd14e28,Orthodox
Blake Bilder,El Animal,8,2,1,172.7,145.0,172.7,"Jul 12, 1990",3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6,http://www.ufcstats.com/fighter-details/5095b0920a3602aa,Switch
Francois Botha,White Buffalo,0,1,0,188.0,260.0,,"Sep 28, 1968",0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/545d549d6bf87187,Orthodox
Roman Bravo-Young,,0,1,0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/37ce890a4670b287,
Stephan Bonnar,The American Psycho,15,9,0,193.0,205.0,200.7,"Apr 04, 1977",2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,http://www.ufcstats.com/fighter-details/c6a33ff198aaaeeb,Orthodox
Bryan Baker,The Beast,18,5,0,190.5,185.0,,"Oct 13, 1985",1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9,http://www.ufcstats.com/fighter-details/898337ef520fe4d3,Orthodox
Chris Bostick,,6,3,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/239224bedeb2c7a4,
Eric Bedard,Lucky Strikes,6,7,0,188.0,239.0,,"Sep 11, 1984",6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ce05955c26c3c090,
Adam Bramhald,Samurai,13,3,0,177.8,135.0,177.8,"Mar 24, 1994",7.65,0.45,8.05,0.33,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/3c99bd6cb5d835ef,Orthodox
Tom Breese,,12,3,0,190.5,185.0,185.4,"Sep 26, 1991",3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,http://www.ufcstats.com/fighter-details/1588b787bda7b540,Southpaw
Mack Brewer,,0,1,0,,205.0,,,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/106a925d947a0de9,
Shane Burgos,Hurricane,15,3,0,180.3,145.0,190.5,"Mar 19, 1991",7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,http://www.ufcstats.com/fighter-details/98d961097baaf308,Orthodox
Mario Bautista,,17,3,0,175.3,135.0,175.3,"Jul 01, 1993",5.3,0.48,3.98,0.54,1.91,0.38,0.55,0.8,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6,Switch
Mark Bocek,,12,5,0,172.7,155.0,190.5,"Oct 24, 1981",2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,http://www.ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Orthodox
Francisco Bueno,,5,2,0,175.3,225.0,,"Dec 23, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a72d260b436924c4,Orthodox
Nick Bustamante,,5,3,0,175.3,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/51b1ca2a4b064101,
Steve Byrnes,The Sergeant,6,1,0,182.9,170.0,,"Aug 26, 1979",1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,http://www.ufcstats.com/fighter-details/43612456979e5d5e,Orthodox
Sean Bassett,,0,4,0,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2c733e059462c1dc,
Keith Berish,Sha Bang Bang,5,1,0,182.9,205.0,,"Nov 14, 1985",3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,http://www.ufcstats.com/fighter-details/e3779ef06e98f185,Orthodox
Robert Breslin,The Bullet,3,9,0,180.3,155.0,,,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0,http://www.ufcstats.com/fighter-details/e319d6697d41f3cf,
Brian Bowles,,10,3,0,170.2,135.0,177.8,"Jun 22, 1980",2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,http://www.ufcstats.com/fighter-details/b26d3e3746fb4024,Orthodox
Luke Barnatt,The Bigslow,13,4,0,198.1,185.0,195.6,"Apr 13, 1988",4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,http://www.ufcstats.com/fighter-details/172c2135e70f87b7,Orthodox
Ryan Benoit,Baby Face,10,8,0,165.1,125.0,172.7,"Aug 25, 1989",2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,http://www.ufcstats.com/fighter-details/20999e27ddd94bda,Orthodox
Randy Brown,Rudeboy,20,7,0,190.5,170.0,198.1,"Jul 08, 1990",4.49,0.47,3.33,0.54,0.76,0.39,0.73,0.6,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Orthodox
Melsik Baghdasaryan,The Gun,8,3,0,175.3,145.0,177.8,"Jan 28, 1992",5.04,0.59,3.14,0.56,0.0,0.0,0.72,0.0,http://www.ufcstats.com/fighter-details/a52bc1e62cf0b7c6,Southpaw
Angad Bisht,,10,3,0,170.2,125.0,170.2,"Jun 05, 1995",3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0,http://www.ufcstats.com/fighter-details/7b4ae3fd439a05b6,Orthodox
David Blanco,,2,0,0,170.2,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ebf298f8ac7e232b,
Ricardo Barros,,2,2,0,185.4,205.0,,"Mar 22, 1976",0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/d26394fc0e8e880a,
Izabela Badurek,,6,3,0,165.1,115.0,,"Jul 11, 1991",3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,http://www.ufcstats.com/fighter-details/4fcf6e0c4e0e6664,Orthodox
Ebenezer Fontes Braga,Pitbull,13,7,2,182.9,199.0,,"Apr 14, 1969",2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6,http://www.ufcstats.com/fighter-details/dc950d59dc590aca,Orthodox
Caio Bittencourt,Leao,14,7,0,182.9,185.0,190.5,"May 22, 1991",0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a653cb5eb4b39339,Orthodox
Ariel Beck,,4,5,0,167.6,125.0,167.6,"Sep 16, 1990",4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b96939f2b8d88e82,Southpaw
Junie Browning,,5,6,0,175.3,155.0,,"May 12, 1984",3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5,http://www.ufcstats.com/fighter-details/d74cba8566291bfa,Orthodox
Courtney Buck,,12,11,0,177.8,135.0,,"Mar 19, 1982",1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/3feed7d02711d8b7,Orthodox
Todd Brown,Bulldog,16,4,0,180.3,205.0,,"Dec 13, 1976",2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/9b68bf67c5695185,Orthodox
Mike Brown,,26,9,0,167.6,145.0,177.8,"Sep 08, 1975",2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,http://www.ufcstats.com/fighter-details/e0b74df14f52cd15,Orthodox
Mike Bronzoulis,The Greek,18,9,1,182.9,155.0,,"Jan 05, 1979",1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/df3c39573d01f55b,
KB Bhullar,The Bengal,8,2,0,193.0,185.0,198.1,"Oct 12, 1991",4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9cd047a828dd7515,Switch
Mads Burnell,,9,3,0,172.7,145.0,175.3,"Mar 06, 1994",1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,http://www.ufcstats.com/fighter-details/69f01b25dfabaf6b,Orthodox
Mayra Bueno Silva,Sheetara,10,6,1,167.6,135.0,167.6,"Aug 22, 1991",3.71,0.56,4.9,0.51,0.51,0.23,0.63,1.3,http://www.ufcstats.com/fighter-details/cc8c623cca88f54f,Orthodox
Johnny Bedford,Brutal,21,13,1,177.8,135.0,180.3,"Jan 06, 1983",4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,http://www.ufcstats.com/fighter-details/ffc3e6daaa6da0b7,Orthodox
Aaron Brink,,26,26,0,190.5,205.0,,"Nov 12, 1974",3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cf1a88371c8cb690,Orthodox
Kenneth Bergh,,8,0,0,188.0,205.0,188.0,"Jun 26, 1989",4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/aa8189053b3a8994,Orthodox
Kevin Borjas,El Gallo Negro,10,4,0,165.1,125.0,172.7,"Dec 06, 1997",4.19,0.44,5.74,0.49,0.0,0.0,0.71,0.0,http://www.ufcstats.com/fighter-details/34b96d52db1d26e6,Orthodox
Diego Brandao,DB,22,11,0,170.2,145.0,162.6,"May 27, 1987",2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,http://www.ufcstats.com/fighter-details/c2e3e67b5911bfb7,Orthodox
Jerry Bohlander,,11,4,0,180.3,199.0,,"Feb 12, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/93892752c5fc23ca,Orthodox
Zachary Borrego,The Dragon,3,1,0,188.0,185.0,198.1,"Jul 18, 1996",0.0,0.0,1.94,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b8fdb2903a2582a8,Switch
Bruna Brasil,,11,6,1,167.6,115.0,165.1,"Sep 07, 1993",2.57,0.56,3.59,0.52,1.4,0.55,0.61,0.1,http://www.ufcstats.com/fighter-details/7138a15258dabf20,Orthodox
Bahatebole Batebolati,Lion King,10,1,1,172.7,170.0,180.3,"Sep 12, 1997",4.02,0.45,4.83,0.61,1.34,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/8f313e9c3a39c06e,Southpaw
George Bush,,5,2,0,185.4,205.0,,,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/f0c779dc2ca3816c,
Luc Bondole,,5,2,2,188.0,205.0,,,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8,http://www.ufcstats.com/fighter-details/8691881b31c16b88,
David Branch,,22,6,0,185.4,185.0,198.1,"Sep 26, 1981",1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,http://www.ufcstats.com/fighter-details/d2c55d1d2e67773b,Orthodox
Amaury Bitetti,,5,2,0,175.3,185.0,,"Apr 14, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7a359ef685a304a7,Orthodox
Vitor Belfort,The Phenom,26,14,0,182.9,185.0,188.0,"Apr 01, 1977",1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Southpaw
Dennis Buzukja,The Great,12,5,0,175.3,145.0,177.8,"Oct 01, 1997",4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9,Switch
Donovan Beard,The Highlight Reel,7,2,0,188.0,185.0,198.1,"Nov 05, 1989",0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3a6ac598320ca7f2,Orthodox
Derek Bohi,Marshmallow,8,5,0,193.0,260.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/70a1c7626b5e0599,
Marcus Brimage,The Bama Beast,7,7,0,162.6,135.0,180.3,"Apr 06, 1985",3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,http://www.ufcstats.com/fighter-details/81801f57bd0a7c41,Southpaw
Marcos Bonilla,Murder Marx,4,4,0,177.8,145.0,,,0.47,0.12,0.47,0.94,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d311fbefff44a39b,
Rob Broughton,The Bear,16,7,1,188.0,265.0,188.0,"Mar 03, 1983",2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,http://www.ufcstats.com/fighter-details/a7d687e6ecb30981,Orthodox
Dean Barry,The Sniper,4,2,0,177.8,170.0,182.9,"Jul 03, 1992",9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/a6f3d15cb84334bb,Orthodox
Modestas Bukauskas,The Baltic Gladiator,19,7,0,190.5,205.0,193.0,"Feb 10, 1994",3.24,0.42,4.05,0.5,0.26,0.66,0.79,0.1,http://www.ufcstats.com/fighter-details/476fe566d2df676e,Switch
Todd Butler,,1,4,0,185.4,200.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3fed746acfd026dd,Southpaw
Ryan Bastianelli,Relentless,6,7,0,165.1,135.0,,"Sep 07, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/29508aff4d93cbbe,
Humberto Brown Morrison,,4,6,0,177.8,145.0,,"Nov 03, 1984",1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,http://www.ufcstats.com/fighter-details/e9e7e1c8ff289e1b,
Francimar Barroso,Bodao,19,7,0,185.4,205.0,190.5,"Feb 28, 1980",2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,http://www.ufcstats.com/fighter-details/b69f24c500d783e7,Orthodox
Justin Buchholz,,15,10,0,182.9,155.0,185.4,"Aug 22, 1983",2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,http://www.ufcstats.com/fighter-details/231926533134ec1f,Orthodox
Shonte Barnes,Shyne,6,2,1,180.3,185.0,193.0,"Feb 09, 1987",2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/e575b6ff678c1aca,Southpaw
Gaston Bolanos,The Dreamkiller,8,5,0,170.2,145.0,175.3,"Sep 14, 1992",3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,http://www.ufcstats.com/fighter-details/96924b0019b3aff1,Orthodox
Ismael Bonfim,Marreta,20,6,0,172.7,155.0,180.3,"Dec 28, 1995",5.51,0.54,3.71,0.65,1.06,0.33,0.76,0.0,http://www.ufcstats.com/fighter-details/eb393afdbe3293d5,Orthodox
Lance Benoist,,7,2,0,180.3,170.0,182.9,"Aug 26, 1988",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,http://www.ufcstats.com/fighter-details/5431dccc09118234,Southpaw
Michael Bravo,,7,4,0,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dc63542668295c23,
Rashad Coulter,Daywalker,9,4,0,180.3,205.0,193.0,"Nov 27, 1981",4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/d1528ac5675558b1,Orthodox
Joe Charles,The Ghetto Man,6,13,0,185.4,260.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/19ffeb5e3fffd6d5,Southpaw
Guido Cannetti,Ninja,10,8,0,167.6,135.0,172.7,"Dec 19, 1979",3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,http://www.ufcstats.com/fighter-details/d05412b513b19621,Southpaw
Luan Chagas,Tarzan,15,3,1,182.9,170.0,190.5,"Jun 17, 1993",4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d,Orthodox
AJ Cunningham,The Savage,11,5,0,177.8,135.0,180.3,"Sep 07, 1994",4.22,0.29,6.31,0.48,0.0,0.0,0.46,0.5,http://www.ufcstats.com/fighter-details/d1053e55f00e53fe,Orthodox
Rose Conceicao,,7,1,0,139.7,115.0,165.1,"May 13, 1997",3.07,0.28,6.73,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a76c07e8e4c76e9a,Orthodox
Phil Cardella,,8,5,0,180.3,155.0,,"Jul 09, 1976",2.47,0.5,2.0,0.57,0.0,0.0,0.11,2.5,http://www.ufcstats.com/fighter-details/f6a7b02c42e9fc5b,
Felipe Colares,Cabocao,10,4,0,172.7,145.0,175.3,"Mar 31, 1994",2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,http://www.ufcstats.com/fighter-details/dbac0a413af64bbe,Orthodox
Cynthia Calvillo,,9,6,1,162.6,115.0,162.6,"Jul 13, 1987",4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,http://www.ufcstats.com/fighter-details/98215d037be5bcb7,Orthodox
JC Cottrell,,17,5,0,175.3,155.0,,"Nov 04, 1989",0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3ec1e4ba98c9c85a,Orthodox
Mu Bae Choi,,12,6,0,188.0,230.0,,"Jun 27, 1970",1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0,http://www.ufcstats.com/fighter-details/371a1c91b24dec2b,Orthodox
Oscar Cota,Elevation,11,3,0,182.9,230.0,182.9,"Oct 15, 1984",0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0,http://www.ufcstats.com/fighter-details/f584a6e0b5b74604,Orthodox
Wesley Correira,Cabbage,20,16,0,190.5,260.0,,"Nov 11, 1978",2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Orthodox
Jonathan Contrestano,JT,6,0,0,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/06d4eb8123087123,
Louis Cosce,,7,2,0,175.3,170.0,180.3,"Aug 27, 1995",4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2,Orthodox
Jimmy Crute,,14,4,2,188.0,205.0,188.0,"Mar 04, 1996",4.15,0.52,3.65,0.42,4.39,0.52,0.58,2.0,http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b,Orthodox
Jenna Castillo,,1,0,0,157.5,125.0,,"May 05, 1982",3.24,0.56,2.01,0.57,1.68,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e680418329c84ec4,
Nathan Coy,Soulforce,15,7,0,177.8,170.0,175.3,"Jul 24, 1978",3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,http://www.ufcstats.com/fighter-details/15ec018d144710db,Southpaw
Danny Castillo,Last Call,17,10,0,175.3,155.0,180.3,"Aug 25, 1979",2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf,Orthodox
Luiz Cane,Banha,17,7,0,188.0,185.0,195.6,"Apr 24, 1981",4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df,Southpaw
Giga Chikadze,Ninja,15,6,0,182.9,145.0,188.0,"Aug 25, 1988",3.75,0.42,3.47,0.59,0.18,0.33,0.65,0.2,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7,Orthodox
Patrick Cote,The Predator,23,11,0,180.3,170.0,190.5,"Feb 29, 1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,Orthodox
Will Campuzano,,14,6,0,175.3,125.0,177.8,"May 27, 1986",2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,http://www.ufcstats.com/fighter-details/901cddcbfa079097,Orthodox
Liz Carmouche,Girlrilla,13,7,0,167.6,125.0,167.6,"Feb 19, 1984",2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,Orthodox
Edgar Cardenas,Kitty Katt,4,1,0,,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/99a86b134dccc166,
Tommy Cuozzi Jr.,Little T,8,1,0,175.3,145.0,180.3,"Aug 31, 1999",2.43,0.17,14.22,0.34,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/eb49fe2f85ae9526,Orthodox
Kitt Campbell,The Killer,16,7,0,185.4,170.0,185.4,"Jun 26, 1994",5.4,0.53,2.51,0.6,0.94,0.1,0.5,0.0,http://www.ufcstats.com/fighter-details/903ef36a6adc09a3,Orthodox
Darryl Cobb,,6,8,0,175.3,185.0,,"Aug 04, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dc6d8256ee3dfba5,
RJ Clifford,,4,3,0,,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8e32bfcff3ec1717,
